12.0;22.0;2.9;11.0;17.0;0.6;13.0;25.0;1.9;
16.0;24.0;2.0;12.0;18.0;0.0;15.0;27.0;7.0;
16.0;25.0;3.0;11.0;21.0;0.0;13.0;27.0;0.0;
11.0;24.0;0.3;11.0;21.0;0.3;15.0;22.0;2.2;
10.0;24.0;0.0;11.0;19.0;0.0;17.0;24.0;1.52;
10.0;25.0;-;11.0;19.0;-;11.0;19.0;-;
