10.0;21.0;0.0;11.0;22.0;0.0;18.0;20.0;13.4;
10.0;20.0;0.0;12.0;25.0;0.0;16.0;22.0;44.0;
12.0;21.0;0.0;14.0;24.0;0.0;19.0;22.0;21.0;
11.0;22.0;0.0;12.0;26.0;0.0;17.0;22.0;21.1;
11.0;20.0;0.0;13.0;24.0;0.0;14.0;22.0;15.24;
11.0;20.0;-;13.0;25.0;-;13.0;25.0;-;
